club_name,player_name,age,position,club_involved_name,fee,fee_cleaned,league_name,year,season,Country
Hertha BSC,Dennis Jastrzembski,21,Left Winger,Waldh. Mannheim,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Hertha BSC,Arne Maier,22,Central Midfield,Arm. Bielefeld,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Hertha BSC,Davie Selke,26,Centre-Forward,Werder Bremen,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Robin Hack,23,Left Winger,1.FC Nuremberg,£2.25m,2.25,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Guilherme Ramos,24,Centre-Back,Feirense,£1.08m,1.08,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Masaya Okugawa,25,Left Winger,RB Salzburg,£900Th.,0.9,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Florian Kr√ºger,22,Centre-Forward,Erzgebirge Aue,£900Th.,0.9,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Bryan Lasme,22,Right Winger,FC Sochaux,£720Th.,0.72,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Patrick Wimmer,20,Left Winger,Austria Vienna,£630Th.,0.63,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Stefanos Kapino,27,Goalkeeper,Werder Bremen,£270Th.,0.27,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Sebastian Vasiliadis,23,Central Midfield,SC Paderborn,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Janni Serra,23,Centre-Forward,Holstein Kiel,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Alessandro Sch√∂pf,27,Attacking Midfield,FC Schalke 04,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Edimilson Fernandes,25,Central Midfield,1.FSV Mainz 05,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Lennart Czyborra,22,Left-Back,Genoa,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Andr√©s Andrade,22,Centre-Back,LASK,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Vladislav Cherny,18,Attacking Midfield,Bielefeld U19,-,0,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Sebastian M√ºller,20,Centre-Forward,VfL Osnabr√ºck,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Noel Niemann,21,Left Winger,T√ºrkg√ºc√º M√ºnch.,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Can Hayri √ñzkan,21,Defensive Midfield,Naestved BK,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Mervin Kalac,20,Centre-Forward,SV Lippstadt 08,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Arminia Bielefeld,Joey M√ºller,21,Defensive Midfield,Wuppertaler SV,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1. FC K√∂ln,Luca Kilian,22,Centre-Back,1.FSV Mainz 05,Loan fee:£225Th.,0.225,1 Bundesliga,2021,2021/2022,Germany
1. FC K√∂ln,Dejan Ljubicic,23,Central Midfield,Rapid Vienna,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
1. FC K√∂ln,Mark Uth,30,Second Striker,FC Schalke 04,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
1. FC K√∂ln,Timo H√ºbers,25,Centre-Back,Hannover 96,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
1. FC K√∂ln,Marvin Schw√§be,26,Goalkeeper,Br√∂ndby IF,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
1. FC K√∂ln,Marvin Obuz,19,Left Winger,1.FC K√∂ln II,-,0,1 Bundesliga,2021,2021/2022,Germany
1. FC K√∂ln,Birger Verstraete,27,Defensive Midfield,Royal Antwerp,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1. FC K√∂ln,Niklas Hauptmann,25,Central Midfield,Holstein Kiel,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1. FC K√∂ln,Yann Aurel Bisseck,20,Centre-Back,Guimar√£es B,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1. FC K√∂ln,Kingsley Schindler,28,Right Winger,Hannover 96,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1. FC K√∂ln,Tomas Ostrak,21,Attacking Midfield,MFK Karvina,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1. FC K√∂ln,Vincent Koziello,25,Central Midfield,Nacional,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1. FC K√∂ln,Marcel Risse,31,Right Midfield,Viktoria K√∂ln,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1. FC K√∂ln,Lasse Sobiech,30,Centre-Back,FC Z√ºrich,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1. FC K√∂ln,Louis Schaub,26,Attacking Midfield,FC Luzern,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1. FC K√∂ln,Anthony Modeste,33,Centre-Forward,Saint-√âtienne,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
VfL Bochum,Christopher Antwi-Adjei,27,Left Winger,SC Paderborn,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
VfL Bochum,Patrick Osterhage,21,Central Midfield,B. Dortmund II,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
VfL Bochum,Michael Esser,33,Goalkeeper,Hannover 96,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
VfL Bochum,Sebastian Polter,30,Centre-Forward,Fortuna Sittard,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
VfL Bochum,Eduard L√∂wen,24,Central Midfield,Hertha BSC,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
VfL Bochum,Konstantinos Stafylidis,27,Left-Back,TSG Hoffenheim,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
VfL Bochum,Elvis Rexhbecaj,23,Central Midfield,VfL Wolfsburg,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
VfL Bochum,Luis Hartwig,18,Centre-Forward,VfL Bochum U19,-,0,1 Bundesliga,2021,2021/2022,Germany
VfL Bochum,Takuma Asano,26,Right Winger,Without Club,-,0,1 Bundesliga,2021,2021/2022,Germany
VfL Bochum,Lars Holtkamp,19,Defensive Midfield,Wuppertaler SV,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
VfL Bochum,Moritz R√∂mling,20,Left-Back,Wuppertaler SV,"End of loanJun 14, 2021",0,1 Bundesliga,2021,2021/2022,Germany
SpVgg Greuther F√ºrth,Jeremy Dudziak,26,Attacking Midfield,Hamburger SV,£675Th.,0.675,1 Bundesliga,2021,2021/2022,Germany
SpVgg Greuther F√ºrth,Nick Viergever,32,Centre-Back,PSV Eindhoven,£270Th.,0.27,1 Bundesliga,2021,2021/2022,Germany
SpVgg Greuther F√ºrth,Sebastian Griesbeck,30,Defensive Midfield,Union Berlin,£225Th.,0.225,1 Bundesliga,2021,2021/2022,Germany
SpVgg Greuther F√ºrth,Jetro Willems,27,Left-Back,E. Frankfurt,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
SpVgg Greuther F√ºrth,Gideon Jung,26,Centre-Back,Hamburger SV,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
SpVgg Greuther F√ºrth,Nils Seufert,24,Central Midfield,Arm. Bielefeld,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
SpVgg Greuther F√ºrth,Max Christiansen,24,Central Midfield,Waldh. Mannheim,free transfer,0,1 Bundesliga,2021,2021/2022,Germany
SpVgg Greuther F√ºrth,Jessic Ngankam,21,Centre-Forward,Hertha BSC,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
SpVgg Greuther F√ºrth,Adrian Fein,22,Defensive Midfield,FC Bayern,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
SpVgg Greuther F√ºrth,Justin Hoogma,23,Centre-Back,TSG Hoffenheim,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
SpVgg Greuther F√ºrth,Cedric Itten,24,Centre-Forward,Rangers,loan transfer,0,1 Bundesliga,2021,2021/2022,Germany
SpVgg Greuther F√ºrth,Lasse Schulz,18,Goalkeeper,Gr. F√ºrth U19,-,0,1 Bundesliga,2021,2021/2022,Germany
SpVgg Greuther F√ºrth,Mert-Yusuf Torlak,19,Attacking Midfield,Gr. F√ºrth II,-,0,1 Bundesliga,2021,2021/2022,Germany
SpVgg Greuther F√ºrth,Elias Kratzer,21,Right-Back,Gr. F√ºrth II,-,0,1 Bundesliga,2021,2021/2022,Germany
SpVgg Greuther F√ºrth,Alexander Lungwitz,21,Left-Back,FC Bayern II,"End of loanJun 30, 2021",0,1 Bundesliga,2021,2021/2022,Germany
RB Leipzig,Caden Clark,18,Attacking Midfield,Red Bulls,"End of loanDec 31, 2021",0,1 Bundesliga,2021,2021/2022,Germany
Bayer 04 Leverkusen,Lennart Grill,22,Goalkeeper,Brann,"End of loanDec 31, 2021",0,1 Bundesliga,2021,2021/2022,Germany
TSG 1899 Hoffenheim,Lucas Ribeiro,22,Centre-Back,Internacional,"End of loanDec 31, 2021",0,1 Bundesliga,2021,2021/2022,Germany
TSG 1899 Hoffenheim,Bruno Naz√°rio,26,Attacking Midfield,Am√©rica-MG,"End of loanDec 31, 2021",0,1 Bundesliga,2021,2021/2022,Germany
1.FSV Mainz 05,Luca Kilian,22,Centre-Back,1. FC K√∂ln,"End of loanJun 30, 2022",0,1 Bundesliga,2021,2021/2022,Germany
Inter Milan,Zinho Vanheusden,22,Centre-Back,Standard Li√®ge,£14.40m,14.4,Serie A,2021,2021/2022,Italy
Inter Milan,Denzel Dumfries,25,Right Midfield,PSV Eindhoven,£11.25m,11.25,Serie A,2021,2021/2022,Italy
Inter Milan,Joaqu√≠n Correa,27,Second Striker,Lazio,Loan fee:£4.50m,4.5,Serie A,2021,2021/2022,Italy
Inter Milan,Matteo Darmian,31,Right-Back,Parma,£2.25m,2.25,Serie A,2021,2021/2022,Italy
Inter Milan,Edin Dzeko,35,Centre-Forward,AS Roma,free transfer,0,Serie A,2021,2021/2022,Italy
Inter Milan,Alex Cordaz,38,Goalkeeper,Crotone,free transfer,0,Serie A,2021,2021/2022,Italy
Inter Milan,Hakan Calhanoglu,27,Attacking Midfield,AC Milan,free transfer,0,Serie A,2021,2021/2022,Italy
Inter Milan,Mart√≠n Satriano,20,Centre-Forward,Inter U19,-,0,Serie A,2021,2021/2022,Italy
AC Milan,Fikayo Tomori,23,Centre-Back,Chelsea,£26.28m,26.28,Serie A,2021,2021/2022,Italy
AC Milan,Mike Maignan,26,Goalkeeper,LOSC Lille,£11.70m,11.7,Serie A,2021,2021/2022,Italy
AC Milan,Yacine Adli,21,Attacking Midfield,G. Bordeaux,£7.20m,7.2,Serie A,2021,2021/2022,Italy
AC Milan,Sandro Tonali,21,Defensive Midfield,Brescia,£6.21m,6.21,Serie A,2021,2021/2022,Italy
AC Milan,Fod√© Ballo-Tour√©,24,Left-Back,Monaco,£4.50m,4.5,Serie A,2021,2021/2022,Italy
AC Milan,Brahim D√≠az,22,Attacking Midfield,Real Madrid,Loan fee:£2.70m,2.7,Serie A,2021,2021/2022,Italy
AC Milan,Junior Messias,30,Attacking Midfield,Crotone,Loan fee:£2.34m,2.34,Serie A,2021,2021/2022,Italy
AC Milan,Tiemou√© Bakayoko,27,Defensive Midfield,Chelsea,Loan fee:£1.80m,1.8,Serie A,2021,2021/2022,Italy
AC Milan,Olivier Giroud,34,Centre-Forward,Chelsea,£900Th.,0.9,Serie A,2021,2021/2022,Italy
AC Milan,Pietro Pellegri,20,Centre-Forward,Monaco,Loan fee:£900Th.,0.9,Serie A,2021,2021/2022,Italy
AC Milan,Alessandro Florenzi,30,Right-Back,AS Roma,Loan fee:£900Th.,0.9,Serie A,2021,2021/2022,Italy
Atalanta BC,Juan Musso,27,Goalkeeper,Udinese Calcio,£18.00m,18,Serie A,2021,2021/2022,Italy
Atalanta BC,Cristian Romero,23,Centre-Back,Juventus,£14.40m,14.4,Serie A,2021,2021/2022,Italy
Atalanta BC,Teun Koopmeiners,23,Defensive Midfield,AZ Alkmaar,£10.80m,10.8,Serie A,2021,2021/2022,Italy
Atalanta BC,Davide Zappacosta,29,Right-Back,Chelsea,£8.10m,8.1,Serie A,2021,2021/2022,Italy
Atalanta BC,Matteo Lovato,21,Centre-Back,Hellas Verona,£7.20m,7.2,Serie A,2021,2021/2022,Italy
Atalanta BC,Merih Demiral,23,Centre-Back,Juventus,Loan fee:£2.70m,2.7,Serie A,2021,2021/2022,Italy
Atalanta BC,Simone Mazzocchi,23,Centre-Forward,S√ºdtirol,?,0,Serie A,2021,2021/2022,Italy
Atalanta BC,Giuseppe Pezzella,23,Left-Back,Parma,loan transfer,0,Serie A,2021,2021/2022,Italy
Juventus FC,Weston McKennie,23,Central Midfield,FC Schalke 04,£18.45m,18.45,Serie A,2021,2021/2022,Italy
Juventus FC,Moise Kean,21,Centre-Forward,Everton,Loan fee:£6.30m,6.3,Serie A,2021,2021/2022,Italy
Juventus FC,Mohamed Ihattaren,19,Attacking Midfield,PSV Eindhoven,£4.95m,4.95,Serie A,2021,2021/2022,Italy
Juventus FC,Kaio Jorge,19,Centre-Forward,Santos FC,£1.35m,1.35,Serie A,2021,2021/2022,Italy
Juventus FC,Manuel Locatelli,23,Defensive Midfield,Sassuolo,loan transfer,0,Serie A,2021,2021/2022,Italy
SSC Napoli,Matteo Politano,28,Right Winger,Inter,£17.10m,17.1,Serie A,2021,2021/2022,Italy
SSC Napoli,Andr√© Zambo Anguissa,25,Defensive Midfield,Fulham,Loan fee:£540Th.,0.54,Serie A,2021,2021/2022,Italy
SSC Napoli,Davide Marfella,21,Goalkeeper,Bari,free transfer,0,Serie A,2021,2021/2022,Italy
SSC Napoli,Juan Jesus,30,Centre-Back,AS Roma,free transfer,0,Serie A,2021,2021/2022,Italy
SS Lazio,Toma Basic,24,Central Midfield,G. Bordeaux,£6.17m,6.17,Serie A,2021,2021/2022,Italy
SS Lazio,Felipe Anderson,28,Left Winger,West Ham,£2.70m,2.7,Serie A,2021,2021/2022,Italy
SS Lazio,Dimitrije Kamenovic,21,Left-Back,Cukaricki,£2.25m,2.25,Serie A,2021,2021/2022,Italy
SS Lazio,Luka Romero,16,Attacking Midfield,RCD Mallorca B,£180Th.,0.18,Serie A,2021,2021/2022,Italy
SS Lazio,Pedro,34,Right Winger,AS Roma,free transfer,0,Serie A,2021,2021/2022,Italy
SS Lazio,Elseid Hysaj,27,Right-Back,SSC Napoli,free transfer,0,Serie A,2021,2021/2022,Italy
SS Lazio,Mattia Zaccagni,26,Attacking Midfield,Hellas Verona,loan transfer,0,Serie A,2021,2021/2022,Italy
SS Lazio,Ra√∫l Moro,18,Left Winger,Lazio U19,-,0,Serie A,2021,2021/2022,Italy
AS Roma,Tammy Abraham,23,Centre-Forward,Chelsea,£36.00m,36,Serie A,2021,2021/2022,Italy
AS Roma,Eldor Shomurodov,26,Centre-Forward,Genoa,£15.75m,15.75,Serie A,2021,2021/2022,Italy
AS Roma,Mat√≠as Vi√±a,23,Left-Back,Palmeiras,£11.70m,11.7,Serie A,2021,2021/2022,Italy
AS Roma,Rui Patr√≠cio,33,Goalkeeper,Wolves,£10.35m,10.35,Serie A,2021,2021/2022,Italy
AS Roma,Roger Iba√±ez,22,Centre-Back,Atalanta BC,£8.10m,8.1,Serie A,2021,2021/2022,Italy
AS Roma,Bryan Reynolds,20,Right-Back,FC Dallas,£6.08m,6.08,Serie A,2021,2021/2022,Italy
AS Roma,Riccardo Ciervo,19,Left Winger,Roma U19,-,0,Serie A,2021,2021/2022,Italy
AS Roma,Nicola Zalewski,19,Attacking Midfield,Roma U19,-,0,Serie A,2021,2021/2022,Italy
AS Roma,Ruben Providence,20,Left Winger,Roma U19,-,0,Serie A,2021,2021/2022,Italy
AS Roma,Edoardo Bove,19,Central Midfield,Roma U19,-,0,Serie A,2021,2021/2022,Italy
AS Roma,Pietro Boer,19,Goalkeeper,Roma U19,-,0,Serie A,2021,2021/2022,Italy
AS Roma,Ebrima Darboe,20,Defensive Midfield,Roma U19,-,0,Serie A,2021,2021/2022,Italy
US Sassuolo,Hamed Junior Traor√®,21,Attacking Midfield,FC Empoli,£14.40m,14.4,Serie A,2021,2021/2022,Italy
US Sassuolo,Ruan,22,Centre-Back,Gr√™mio,£4.50m,4.5,Serie A,2021,2021/2022,Italy
US Sassuolo,Jeremy Toljan,27,Right-Back,Bor. Dortmund,£3.15m,3.15,Serie A,2021,2021/2022,Italy
US Sassuolo,Maxime L√≥pez,23,Central Midfield,Marseille,£1.80m,1.8,Serie A,2021,2021/2022,Italy
US Sassuolo,Abdou Harroui,23,Central Midfield,Sparta R.,Loan fee:£450Th.,0.45,Serie A,2021,2021/2022,Italy
US Sassuolo,Pietro Cianci,25,Centre-Forward,Teramo,£225Th.,0.225,Serie A,2021,2021/2022,Italy
US Sassuolo,Matheus Henrique,23,Central Midfield,Gr√™mio,loan transfer,0,Serie A,2021,2021/2022,Italy
UC Sampdoria,Ernesto Torregrossa,29,Centre-Forward,Brescia,£5.40m,5.4,Serie A,2021,2021/2022,Italy
UC Sampdoria,Antonino La Gumina,25,Centre-Forward,FC Empoli,£4.95m,4.95,Serie A,2021,2021/2022,Italy
UC Sampdoria,Antonio Candreva,34,Right Midfield,Inter,£2.25m,2.25,Serie A,2021,2021/2022,Italy
UC Sampdoria,Manuel De Luca,23,Centre-Forward,Chievo Verona,free transfer,0,Serie A,2021,2021/2022,Italy
UC Sampdoria,Mohamed Ihattaren,19,Attacking Midfield,Juventus,loan transfer,0,Serie A,2021,2021/2022,Italy
UC Sampdoria,Radu Dragusin,19,Centre-Back,Juventus,loan transfer,0,Serie A,2021,2021/2022,Italy
UC Sampdoria,Riccardo Ciervo,19,Left Winger,AS Roma,loan transfer,0,Serie A,2021,2021/2022,Italy
UC Sampdoria,Matteo Esposito,19,Goalkeeper,Juve Stabia,loan transfer,0,Serie A,2021,2021/2022,Italy
UC Sampdoria,Francesco Caputo,34,Centre-Forward,Sassuolo,loan transfer,0,Serie A,2021,2021/2022,Italy
UC Sampdoria,Simone Trimboli,19,Central Midfield,Sampdoria U19,-,0,Serie A,2021,2021/2022,Italy
UC Sampdoria,Gerard Yepes,19,Defensive Midfield,Sampdoria U19,-,0,Serie A,2021,2021/2022,Italy
Hellas Verona,Ivan Ilic,20,Central Midfield,Man City U23,£6.75m,6.75,Serie A,2021,2021/2022,Italy
Hellas Verona,Antonin Barak,26,Attacking Midfield,Udinese Calcio,£5.40m,5.4,Serie A,2021,2021/2022,Italy
Hellas Verona,Giangiacomo Magnani,25,Centre-Back,Sassuolo,£3.60m,3.6,Serie A,2021,2021/2022,Italy
Hellas Verona,Federico Ceccherini,29,Centre-Back,Fiorentina,£2.70m,2.7,Serie A,2021,2021/2022,Italy
Hellas Verona,Giovanni Simeone,26,Centre-Forward,Cagliari Calcio,Loan fee:£1.35m,1.35,Serie A,2021,2021/2022,Italy
Hellas Verona,Martin Hongla,23,Defensive Midfield,Royal Antwerp,Loan fee:£900Th.,0.9,Serie A,2021,2021/2022,Italy
Hellas Verona,Lorenzo Montip√≤,25,Goalkeeper,Benevento,loan transfer,0,Serie A,2021,2021/2022,Italy
Hellas Verona,Bosko Sutalo,21,Centre-Back,Atalanta BC,loan transfer,0,Serie A,2021,2021/2022,Italy
Hellas Verona,Gianluca Frabotta,22,Left-Back,Juventus,loan transfer,0,Serie A,2021,2021/2022,Italy
Hellas Verona,Gianluca Caprari,28,Left Winger,Sampdoria,loan transfer,0,Serie A,2021,2021/2022,Italy
Hellas Verona,Bogdan Jocic,20,Attacking Midfield,Verona U19,-,0,Serie A,2021,2021/2022,Italy
Hellas Verona,Matteo Cancellieri,19,Right Winger,Verona U19,-,0,Serie A,2021,2021/2022,Italy
Genoa CFC,Lennart Czyborra,22,Left-Back,Atalanta BC,£4.95m,4.95,Serie A,2021,2021/2022,Italy
Genoa CFC,Abdoulaye Tour√©,27,Defensive Midfield,FC Nantes,£3.15m,3.15,Serie A,2021,2021/2022,Italy
Genoa CFC,Alberto Paleari,29,Goalkeeper,Cittadella,£1.80m,1.8,Serie A,2021,2021/2022,Italy
Genoa CFC,Felipe Caicedo,32,Centre-Forward,Lazio,£1.80m,1.8,Serie A,2021,2021/2022,Italy
Genoa CFC,Alessandro Vogliacco,22,Centre-Back,Pordenone,£1.80m,1.8,Serie A,2021,2021/2022,Italy
Genoa CFC,Caleb Ekuban,27,Second Striker,Trabzonspor,£1.62m,1.62,Serie A,2021,2021/2022,Italy
Genoa CFC,Johan V√°squez,22,Centre-Back,UNAM Pumas,Loan fee:£450Th.,0.45,Serie A,2021,2021/2022,Italy
Genoa CFC,Nikola Maksimovic,29,Centre-Back,SSC Napoli,free transfer,0,Serie A,2021,2021/2022,Italy
Genoa CFC,Salvatore Sirigu,34,Goalkeeper,Torino,free transfer,0,Serie A,2021,2021/2022,Italy
Genoa CFC,Adrian Semper,23,Goalkeeper,Chievo Verona,free transfer,0,Serie A,2021,2021/2022,Italy
Genoa CFC,Stefano Sabelli,28,Right-Back,FC Empoli,free transfer,0,Serie A,2021,2021/2022,Italy
Genoa CFC,Lorenzo Andrenacci,26,Goalkeeper,Brescia,free transfer,0,Serie A,2021,2021/2022,Italy
Genoa CFC,Aleksander Buksa,18,Centre-Forward,Wisla Krak√≥w,free transfer,0,Serie A,2021,2021/2022,Italy
Genoa CFC,Eddie Salcedo,19,Centre-Forward,Inter,loan transfer,0,Serie A,2021,2021/2022,Italy
Genoa CFC,Mohamed Fares,25,Left Midfield,Lazio,loan transfer,0,Serie A,2021,2021/2022,Italy
Genoa CFC,Zinho Vanheusden,22,Centre-Back,Inter,loan transfer,0,Serie A,2021,2021/2022,Italy
Genoa CFC,Steeve-Mike Eyango,20,Central Midfield,Genoa U19,-,0,Serie A,2021,2021/2022,Italy
Genoa CFC,Yayah Kallon,20,Second Striker,Genoa U19,-,0,Serie A,2021,2021/2022,Italy
Genoa CFC,Laurens Serpe,20,Centre-Back,Genoa U19,-,0,Serie A,2021,2021/2022,Italy
Genoa CFC,Hernani,27,Central Midfield,Parma,loan transfer,0,Serie A,2021,2021/2022,Italy
Bologna FC 1909,Musa Barrow,22,Centre-Forward,Atalanta BC,£13.05m,13.05,Serie A,2021,2021/2022,Italy
Bologna FC 1909,Kevin Bonifazi,25,Centre-Back,SPAL,£5.40m,5.4,Serie A,2021,2021/2022,Italy
Bologna FC 1909,Marko Arnautovic,32,Centre-Forward,SH Port,£2.70m,2.7,Serie A,2021,2021/2022,Italy
Bologna FC 1909,Adama Soumaoro,29,Centre-Back,LOSC Lille,£2.25m,2.25,Serie A,2021,2021/2022,Italy
Bologna FC 1909,Arthur Theate,21,Centre-Back,KV Oostende,Loan fee:£900Th.,0.9,Serie A,2021,2021/2022,Italy
Bologna FC 1909,Sydney van Hooijdonk,21,Centre-Forward,NAC Breda,free transfer,0,Serie A,2021,2021/2022,Italy
Bologna FC 1909,Francesco Bardi,29,Goalkeeper,Frosinone,?,0,Serie A,2021,2021/2022,Italy
Bologna FC 1909,Marco Molla,19,Goalkeeper,Bologna U19,-,0,Serie A,2021,2021/2022,Italy
Udinese Calcio,Lazar Samardzic,19,Attacking Midfield,RB Leipzig,£2.70m,2.7,Serie A,2021,2021/2022,Italy
Udinese Calcio,Marco Silvestri,30,Goalkeeper,Hellas Verona,£2.25m,2.25,Serie A,2021,2021/2022,Italy
Udinese Calcio,Brandon Soppy,19,Right-Back,Stade Rennais,£1.80m,1.8,Serie A,2021,2021/2022,Italy
Udinese Calcio,Daniele Padelli,35,Goalkeeper,Inter,free transfer,0,Serie A,2021,2021/2022,Italy
Udinese Calcio,Isaac Success,25,Centre-Forward,Watford,?,0,Serie A,2021,2021/2022,Italy
Udinese Calcio,Beto,23,Centre-Forward,Portimonense,loan transfer,0,Serie A,2021,2021/2022,Italy
Udinese Calcio,Nehu√©n P√©rez,21,Centre-Back,Atl√©tico Madrid,loan transfer,0,Serie A,2021,2021/2022,Italy
Udinese Calcio,Destiny Udogie,18,Left-Back,Hellas Verona,loan transfer,0,Serie A,2021,2021/2022,Italy
Udinese Calcio,Jan Kubala,21,Left-Back,Udinese U19,-,0,Serie A,2021,2021/2022,Italy
ACF Fiorentina,Nicol√°s Gonz√°lez,23,Left Winger,VfB Stuttgart,£21.15m,21.15,Serie A,2021,2021/2022,Italy
ACF Fiorentina,Igor,23,Centre-Back,SPAL,£4.50m,4.5,Serie A,2021,2021/2022,Italy
ACF Fiorentina,Lucas Torreira,25,Defensive Midfield,Arsenal,Loan fee:£1.35m,1.35,Serie A,2021,2021/2022,Italy
ACF Fiorentina,Matija Nastasic,28,Centre-Back,FC Schalke 04,£450Th.,0.45,Serie A,2021,2021/2022,Italy
ACF Fiorentina,√Ålvaro Odriozola,25,Right-Back,Real Madrid,loan transfer,0,Serie A,2021,2021/2022,Italy
ACF Fiorentina,Louis Munteanu,19,Centre-Forward,Fiorentina U19,-,0,Serie A,2021,2021/2022,Italy
ACF Fiorentina,Alessandro Bianco,18,Central Midfield,Fiorentina U19,-,0,Serie A,2021,2021/2022,Italy
Spezia Calcio,Janis Antiste,19,Centre-Forward,Toulouse,£4.05m,4.05,Serie A,2021,2021/2022,Italy
Spezia Calcio,Kelvin Amian,23,Right-Back,Toulouse,£2.88m,2.88,Serie A,2021,2021/2022,Italy
Spezia Calcio,David Strelec,20,Centre-Forward,Slo. Bratislava,£2.25m,2.25,Serie A,2021,2021/2022,Italy
Spezia Calcio,Aimar Sher,18,Central Midfield,Hammarby,£2.16m,2.16,Serie A,2021,2021/2022,Italy
Spezia Calcio,L√©o Sena,25,Defensive Midfield,Atl√©tico-MG,£1.80m,1.8,Serie A,2021,2021/2022,Italy
Spezia Calcio,Jakub Kiwior,21,Centre-Back,MSK Zilina,£1.35m,1.35,Serie A,2021,2021/2022,Italy
Spezia Calcio,Mikael Egill Ellertsson,19,Right Winger,SPAL U19,£900Th.,0.9,Serie A,2021,2021/2022,Italy
Spezia Calcio,Daniele Verde,25,Right Winger,AEK Athens,£540Th.,0.54,Serie A,2021,2021/2022,Italy
Spezia Calcio,Leandro Sanca,21,Right Winger,Braga B,£450Th.,0.45,Serie A,2021,2021/2022,Italy
Spezia Calcio,Mehdi Bourabia,30,Central Midfield,Sassuolo,Loan fee:£450Th.,0.45,Serie A,2021,2021/2022,Italy
Spezia Calcio,Rey Manaj,24,Centre-Forward,Barcelona,Loan fee:£270Th.,0.27,Serie A,2021,2021/2022,Italy
Spezia Calcio,Petar Zovko,19,Goalkeeper,Sampdoria U19,free transfer,0,Serie A,2021,2021/2022,Italy
Spezia Calcio,Ognjen Stijepovic,21,Second Striker,Sampdoria,free transfer,0,Serie A,2021,2021/2022,Italy
Spezia Calcio,Petko Hristov,22,Centre-Back,Fiorentina,free transfer,0,Serie A,2021,2021/2022,Italy
Spezia Calcio,Emil Holm,21,Right-Back,S√∂nderjyskE,?,0,Serie A,2021,2021/2022,Italy
Spezia Calcio,Emil Kornvig,21,Central Midfield,Lyngby BK,?,0,Serie A,2021,2021/2022,Italy
